,Major Account,Minor Account,Name,OrgID,amount
29608,900,896,FIELD OFFICE RENT- IFRS 16 CONTRA,X.191.IFRS.16.LEASES...US,0
29609,900,897,EQUIPMENT- IFRS 16 CONTRA,X.191.IFRS.16.LEASES...US,0
29610,900,945,ALBERTA CARBON TAX,X.191.IFRS.16.LEASES...US,0
29611,900,946,SASKATCHEWAN CARBON TAX,X.191.IFRS.16.LEASES...US,0
29612,900,947,MANITOBA CARBON TAX,X.191.IFRS.16.LEASES...US,0
29613,900,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29614,900,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29615,900,952,PROVINCIAL SALES TAX (MB),X.191.IFRS.16.LEASES...US,0
29616,900,953,PROVINCIAL SALES TAX (BC),X.191.IFRS.16.LEASES...US,0
29617,900,955,SALES & USE TAX - DENVER COUNTY,X.191.IFRS.16.LEASES...US,0
29618,900,956,SALES & USE TAX - NORTH DAKOTA,X.191.IFRS.16.LEASES...US,0
29619,900,957,"SALES & USE TAX - UTAH, DUCHESNE COUNTY",X.191.IFRS.16.LEASES...US,0
29620,900,958,"SALES & USE TAX - UTAH, UINTAH COUNTY",X.191.IFRS.16.LEASES...US,0
29621,900,975,GST PROCESSING FEES,X.191.IFRS.16.LEASES...US,0
29622,900,984,"ACCRUAL - HEALTH, SAFETY, & ENVIRON",X.191.IFRS.16.LEASES...US,0
29623,900,985,ACCRUAL - EQUIPMENT RENTALS,X.191.IFRS.16.LEASES...US,0
29624,900,986,ACCRUAL - FIELD OFFICE EXPENSE,X.191.IFRS.16.LEASES...US,0
29625,900,987,ACCRUAL - ROAD & LEASE MAIN/USE,X.191.IFRS.16.LEASES...US,0
29626,900,988,ACCRUAL - VEHICLE EXPENSE,X.191.IFRS.16.LEASES...US,0
29627,900,989,ACCRUAL - UTILITIES,X.191.IFRS.16.LEASES...US,0
29628,900,990,ENG SOFTWARE & ERP,X.191.IFRS.16.LEASES...US,0
29629,900,991,ACCRUAL - CHEMCIALS,X.191.IFRS.16.LEASES...US,0
29630,900,992,ACCRUAL - LABOUR/ PERSONNEL,X.191.IFRS.16.LEASES...US,0
29631,900,993,ACCRUAL - EQUIP REPAIR & MAIN,X.191.IFRS.16.LEASES...US,0
29632,900,994,ACCRUAL - LEASE RENTALS,X.191.IFRS.16.LEASES...US,0
29633,900,995,ACCRUAL - WELL SERVICING,X.191.IFRS.16.LEASES...US,0
29634,900,996,ACCRUAL - GATH/PROCESS/TRANS,X.191.IFRS.16.LEASES...US,0
29635,900,997,ACCRUAL - TRUCKING,X.191.IFRS.16.LEASES...US,0
29636,900,998,ACCRUAL - PROPERTY TAXES,X.191.IFRS.16.LEASES...US,0
29637,900,999,ACCRUAL - OPERATING EXP OTHER,X.191.IFRS.16.LEASES...US,0
29638,915,5,TRANSPORTATION - OIL,X.191.IFRS.16.LEASES...US,0
29639,915,10,TRANSPORTATION - GAS,X.191.IFRS.16.LEASES...US,0
29640,915,15,TRANSPORTATION - NGL,X.191.IFRS.16.LEASES...US,0
29641,915,16,GATH & PROCESS FEE - THROUGHPUT FEES GAS,X.191.IFRS.16.LEASES...US,0
29642,915,250,TRUCKING & PIPELINE - NGL,X.191.IFRS.16.LEASES...US,0
29643,915,251,ACCRUAL - TRUCKING & PIPELINES - NGL,X.191.IFRS.16.LEASES...US,0
29644,915,431,"ESTMA - LICENSE, PERMITS & FEES-NGL",X.191.IFRS.16.LEASES...US,0
29645,915,432,ESTMA - INFRASTRUCTURE IMPROVEMENTS,X.191.IFRS.16.LEASES...US,0
29646,915,540,PIPELINE TRANSPORTATION CHARGES - GAS,X.191.IFRS.16.LEASES...US,0
29647,915,541,ACCRUAL - PIPE TRANSPORT CHARGES - GAS,X.191.IFRS.16.LEASES...US,0
29648,915,640,PIPELINE TRANSPORTATION CHARGES - OIL,X.191.IFRS.16.LEASES...US,0
29649,915,695,TRUCKING - OIL,X.191.IFRS.16.LEASES...US,0
29650,915,696,ACCRUAL - TRUCKING - OIL,X.191.IFRS.16.LEASES...US,0
29651,915,697,TERMINALLING FEES - OIL,X.191.IFRS.16.LEASES...US,0
29652,915,875,THIRD PARTY TRANS - GAS,X.191.IFRS.16.LEASES...US,0
29653,915,905,ACCRUAL - TRANSPORTATION - OIL,X.191.IFRS.16.LEASES...US,0
29654,915,910,ACCRUAL - TRANSPORTATION - GAS,X.191.IFRS.16.LEASES...US,0
29655,915,915,ACCRUAL - TRANSPORTATION - NGL,X.191.IFRS.16.LEASES...US,0
29656,920,5,OTHER OPEX - TRUCKING,X.191.IFRS.16.LEASES...US,0
29657,920,20,DO NOT USE -OTHER OPEX - SUPPLIES,X.191.IFRS.16.LEASES...US,0
29658,920,24,PROJECT OVERHEAD- ENG & DESIGN FEE,X.191.IFRS.16.LEASES...US,0
29659,920,30,OTHER OPEX - TECHNICAL SERVICES,X.191.IFRS.16.LEASES...US,0
29660,920,45,BOTTOMHOLE PUMP,X.191.IFRS.16.LEASES...US,0
29661,920,50,SALT WATER DISPOSAL FEES,X.191.IFRS.16.LEASES...US,0
29662,920,65,ENVIRONMENTAL - SPILL & SITE CLEANUPS,X.191.IFRS.16.LEASES...US,0
29663,920,75,SWABBING,X.191.IFRS.16.LEASES...US,0
29664,920,95,CHEMICALS - INHIBATORS,X.191.IFRS.16.LEASES...US,0
29665,920,100,CHEMICALS - PROCESSING,X.191.IFRS.16.LEASES...US,0
29666,920,105,COMPANY LABOUR,X.191.IFRS.16.LEASES...US,0
29667,920,120,CONSULTANTS SERVICES,X.191.IFRS.16.LEASES...US,0
29668,920,130,CONTRACT LABOUR,X.191.IFRS.16.LEASES...US,0
29669,920,255,3RD PARTY ENGINEERING,X.191.IFRS.16.LEASES...US,0
29670,920,270,ENVIRONMENTAL COSTS,X.191.IFRS.16.LEASES...US,0
29671,920,285,EQUIPMENT RENTALS (NON-WELL SERVICING),X.191.IFRS.16.LEASES...US,0
29672,920,325,FLUID ANALYSIS & PRESSURE SURVEY,X.191.IFRS.16.LEASES...US,0
29673,920,355,HAULING,X.191.IFRS.16.LEASES...US,0
29674,920,375,INSPECTION SERVICES,X.191.IFRS.16.LEASES...US,0
29675,920,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29676,920,432,ESTMA - INFRASTRUCTURE IMPROVEMENTS,X.191.IFRS.16.LEASES...US,0
29677,920,470,MINOR EQUIPMENT & SUPPLIES,X.191.IFRS.16.LEASES...US,0
29678,920,480,MISCELLANEOUS NON-OP,X.191.IFRS.16.LEASES...US,0
29679,920,505,OPERATORS OVERHEAD,X.191.IFRS.16.LEASES...US,0
29680,920,565,FUEL - PROPANE,X.191.IFRS.16.LEASES...US,0
29681,920,570,FUEL - NATURAL GAS & DIESEL,X.191.IFRS.16.LEASES...US,0
29682,920,590,DO NOT USE -REGISTRATION FEES,X.191.IFRS.16.LEASES...US,0
29683,920,605,SAFETY SUPPLIES & SERVICES,X.191.IFRS.16.LEASES...US,0
29684,920,665,TAXES & LICENSE,X.191.IFRS.16.LEASES...US,0
29685,920,680,TRAVEL & SUBSISTENCE,X.191.IFRS.16.LEASES...US,0
29686,920,685,TRUCKING  - WATER,X.191.IFRS.16.LEASES...US,0
29687,920,700,WELL SERVICING - TUBING,X.191.IFRS.16.LEASES...US,0
29688,920,720,WATER INJECTION COSTS,X.191.IFRS.16.LEASES...US,0
29689,920,740,WELLSITE & ACCESS ROAD,X.191.IFRS.16.LEASES...US,0
29690,920,775,ROAD & LEASE MAINTENANCE,X.191.IFRS.16.LEASES...US,0
29691,920,780,LINE LOCATING,X.191.IFRS.16.LEASES...US,0
29692,920,781,PIPELINE INTEGRITY SPECIAL PROJECTS,X.191.IFRS.16.LEASES...US,0
29693,920,782,WELL SERVICING - LABOR,X.191.IFRS.16.LEASES...US,0
29694,920,783,WELL SERVICING - CONTRACTORS & EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29695,920,784,WELL SERVICING - DISPOSAL,X.191.IFRS.16.LEASES...US,0
29696,920,785,WELL SERVICING - BOTTOM HOLE PUMP,X.191.IFRS.16.LEASES...US,0
29697,920,790,WELL SERVICING - FLUSHBY / SWABBING,X.191.IFRS.16.LEASES...US,0
29698,920,795,WELL SERVICING - EQUIPMENT RENTALS,X.191.IFRS.16.LEASES...US,0
29699,920,800,WELL SERVICING - RIG,X.191.IFRS.16.LEASES...US,0
29700,920,805,WELL SERVICING - RODS & ACCESSORIES,X.191.IFRS.16.LEASES...US,0
29701,920,810,WELL SERVICING - TRUCKING & PUMPING,X.191.IFRS.16.LEASES...US,0
29702,920,815,WELL SERVICING - WIRELINE & LOGGING,X.191.IFRS.16.LEASES...US,0
29703,920,820,R & M - HOT OILING,X.191.IFRS.16.LEASES...US,0
29704,920,825,R & M - PUMPING,X.191.IFRS.16.LEASES...US,0
29705,920,829,DO NOT USE -R&M INSTRUMENTATION,X.191.IFRS.16.LEASES...US,0
29706,920,830,R & M - ELECTRICAL,X.191.IFRS.16.LEASES...US,0
29707,920,835,R & M - WELLHEAD EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29708,920,840,"R & M - PIPES, VALVES, & FITTINGS",X.191.IFRS.16.LEASES...US,0
29709,920,845,R & M - PUMP JACKS,X.191.IFRS.16.LEASES...US,0
29710,920,850,R & M - TANKS,X.191.IFRS.16.LEASES...US,0
29711,920,855,R & M - PIPELINES,X.191.IFRS.16.LEASES...US,0
29712,920,860,R & M - FACILITIES,X.191.IFRS.16.LEASES...US,0
29713,920,861,DO NOT USE -R&M FACILITIES COMPRESSION,X.191.IFRS.16.LEASES...US,0
29714,920,865,SUPERVISION,X.191.IFRS.16.LEASES...US,0
29715,920,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29716,920,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29717,920,952,PROVINCIAL SALES TAX (MB),X.191.IFRS.16.LEASES...US,0
29718,920,953,PROVINCIAL SALES TAX (BC),X.191.IFRS.16.LEASES...US,0
29719,940,5,OIL - PURCHASED PRODUCT,X.191.IFRS.16.LEASES...US,0
29720,940,10,GAS - PURCHASED PRODUCT,X.191.IFRS.16.LEASES...US,0
29721,940,15,NGL - PURCHASED PRODUCT,X.191.IFRS.16.LEASES...US,0
29722,9200,5,ACQ - INTANGIBLE (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29723,9200,10,ACQ - TANGIBLE (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29724,9200,15,ACQ - MISC INTERESTS (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29725,9200,25,DISP - INTANGIBLE (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29726,9200,30,DISP - TANGIBLE (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29727,9200,32,DISP - SEISMIC (ACCT USE ONLY),X.191.IFRS.16.LEASES...US,0
29728,9200,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29729,9205,5,BONUS - CROWN,X.191.IFRS.16.LEASES...US,0
29730,9205,7,BONUS - FREEHOLD,X.191.IFRS.16.LEASES...US,0
29731,9205,9,UNDEVELOPED LAND ACQUISITIONS,X.191.IFRS.16.LEASES...US,0
29732,9205,10,UNDEVELOPED LAND DISPOSITIONS,X.191.IFRS.16.LEASES...US,0
29733,9205,410,FIRST YEAR'S LEASE RENTAL,X.191.IFRS.16.LEASES...US,0
29734,9205,420,BROKER FEE - CROWN,X.191.IFRS.16.LEASES...US,0
29735,9205,425,BROKER FEE - FREEHOLD,X.191.IFRS.16.LEASES...US,0
29736,9205,430,"LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29737,9205,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29738,9210,155,CROWN LEASE RENTALS - MINERAL,X.191.IFRS.16.LEASES...US,0
29739,9210,160,CROWN LEASE RENTALS - SURFACE,X.191.IFRS.16.LEASES...US,0
29740,9210,165,FREEHOLD LEASE RENTALS - MINERAL,X.191.IFRS.16.LEASES...US,0
29741,9210,170,FREEHOLD LEASE RENTALS - SURFACE,X.191.IFRS.16.LEASES...US,0
29742,9210,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29743,9210,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29744,9215,5,SEISMIC - DATA PROCESSING,X.191.IFRS.16.LEASES...US,0
29745,9215,10,SEISMIC - DATA SALES,X.191.IFRS.16.LEASES...US,0
29746,9215,15,SEISMIC - DATA PURCHASE,X.191.IFRS.16.LEASES...US,0
29747,9215,20,DATA STORAGE & RETRIEVAL,X.191.IFRS.16.LEASES...US,0
29748,9215,45,CORING & ANALYSIS,X.191.IFRS.16.LEASES...US,0
29749,9215,120,CONSULTING SERVICES,X.191.IFRS.16.LEASES...US,0
29750,9215,500,GEOLOGICAL COSTS - OTHER,X.191.IFRS.16.LEASES...US,0
29751,9215,510,GEOPHYSICAL COSTS - OTHER,X.191.IFRS.16.LEASES...US,0
29752,9215,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29753,9215,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29754,9220,21,SURFACE CASING AND ACCESSORIES,X.191.IFRS.16.LEASES...US,0
29755,9220,24,PROJECT OVERHEAD- ENG & DESIGN FEE,X.191.IFRS.16.LEASES...US,0
29756,9220,25,ADMINISTRATIVE OVERHEAD,X.191.IFRS.16.LEASES...US,0
29757,9220,30,CONDUCTOR HOLE,X.191.IFRS.16.LEASES...US,0
29758,9220,35,CONSTRUCTION SUPERVISION,X.191.IFRS.16.LEASES...US,0
29759,9220,45,CORING & ANALYSIS,X.191.IFRS.16.LEASES...US,0
29760,9220,50,MUD SYSTEM RENTALS,X.191.IFRS.16.LEASES...US,0
29761,9220,55,CAMP & SUBSISTENCE,X.191.IFRS.16.LEASES...US,0
29762,9220,65,POWER TONGS,X.191.IFRS.16.LEASES...US,0
29763,9220,70,RIG & CAMP MOVE,X.191.IFRS.16.LEASES...US,0
29764,9220,75,CEMENTING - DRILLING,X.191.IFRS.16.LEASES...US,0
29765,9220,81,INTERMEDIATE CASING AND ACCESSORIES,X.191.IFRS.16.LEASES...US,0
29766,9220,90,WELLSITE & ROAD ACCESS CONSTRUCTION,X.191.IFRS.16.LEASES...US,0
29767,9220,91,SURVEY,X.191.IFRS.16.LEASES...US,0
29768,9220,92,DAMAGE CLAIMS,X.191.IFRS.16.LEASES...US,0
29769,9220,93,LEGAL/REGULATORY FEES,X.191.IFRS.16.LEASES...US,0
29770,9220,95,VACUUM TRUCK,X.191.IFRS.16.LEASES...US,0
29771,9220,100,WATER,X.191.IFRS.16.LEASES...US,0
29772,9220,120,CONSULTING SERVICES,X.191.IFRS.16.LEASES...US,0
29773,9220,140,CONTRACT SERVICES,X.191.IFRS.16.LEASES...US,0
29774,9220,150,CREW TRAVEL,X.191.IFRS.16.LEASES...US,0
29775,9220,190,DRILL PIPE,X.191.IFRS.16.LEASES...US,0
29776,9220,195,DRILLING - DAYWORK,X.191.IFRS.16.LEASES...US,0
29777,9220,200,DRILLING - DIRECTIONAL SERVICES,X.191.IFRS.16.LEASES...US,0
29778,9220,205,DRILLING - FOOTAGE CONTRACTS,X.191.IFRS.16.LEASES...US,0
29779,9220,210,DRILLING BITS & REAMERS,X.191.IFRS.16.LEASES...US,0
29780,9220,215,DRILLING MUD & CHEMICALS,X.191.IFRS.16.LEASES...US,0
29781,9220,220,DRILLING SUPERVISION,X.191.IFRS.16.LEASES...US,0
29782,9220,230,DRILLING WASTE DISPOSAL,X.191.IFRS.16.LEASES...US,0
29783,9220,235,DO NOT USE -DRILLSTEM TEST,X.191.IFRS.16.LEASES...US,0
29784,9220,255,3RD PARTY ENGINEERING,X.191.IFRS.16.LEASES...US,0
29785,9220,275,ENVIRONMENTAL SERVICES,X.191.IFRS.16.LEASES...US,0
29786,9220,285,EQUIPMENT RENTALS,X.191.IFRS.16.LEASES...US,0
29787,9220,300,FISHING TOOLS,X.191.IFRS.16.LEASES...US,0
29788,9220,345,BOILER,X.191.IFRS.16.LEASES...US,0
29789,9220,350,FUEL,X.191.IFRS.16.LEASES...US,0
29790,9220,352,FUEL - FEDERAL EXCISE TAX,X.191.IFRS.16.LEASES...US,0
29791,9220,355,TRUCKING & HAULING,X.191.IFRS.16.LEASES...US,0
29792,9220,375,INSPECTION SERVICES,X.191.IFRS.16.LEASES...US,0
29793,9220,400,INSURANCE,X.191.IFRS.16.LEASES...US,0
29794,9220,425,LEASE ROAD RESTORATION,X.191.IFRS.16.LEASES...US,0
29795,9220,430,"LICENCE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29796,9220,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29797,9220,432,ESTMA - INFRASTRUCTURE IMPROVEMENTS,X.191.IFRS.16.LEASES...US,0
29798,9220,440,LOCATION COSTS,X.191.IFRS.16.LEASES...US,0
29799,9220,445,LOGGING,X.191.IFRS.16.LEASES...US,0
29800,9220,480,MISCELLANEOUS NON-OP,X.191.IFRS.16.LEASES...US,0
29801,9220,560,PROJECT MANAGEMENT,X.191.IFRS.16.LEASES...US,0
29802,9220,600,CARBON TAX,X.191.IFRS.16.LEASES...US,0
29803,9220,605,SAFETY SUPPLIES & SERVICES,X.191.IFRS.16.LEASES...US,0
29804,9220,650,SUNDRY LABOUR COSTS,X.191.IFRS.16.LEASES...US,0
29805,9220,655,SUPERVISION,X.191.IFRS.16.LEASES...US,0
29806,9220,660,SURFACE ACQUISITION COSTS,X.191.IFRS.16.LEASES...US,0
29807,9220,735,WELLHEAD - CASING BOWL,X.191.IFRS.16.LEASES...US,0
29808,9220,745,WELLSITE SUPERVISION-GEOLOGICAL,X.191.IFRS.16.LEASES...US,0
29809,9220,755,PRODUCTION CASING & LINER,X.191.IFRS.16.LEASES...US,0
29810,9220,760,PERMANENT DOWNHOLE EQUIPMENT (DRILL),X.191.IFRS.16.LEASES...US,0
29811,9220,945,ALBERTA CARBON TAX,X.191.IFRS.16.LEASES...US,0
29812,9220,946,SASKATCHEWAN CARBON TAX,X.191.IFRS.16.LEASES...US,0
29813,9220,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29814,9220,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29815,9220,952,PROVINCIAL SALES TAX (MB),X.191.IFRS.16.LEASES...US,0
29816,9220,955,SALES & USE TAX - DENVER COUNTY,X.191.IFRS.16.LEASES...US,0
29817,9220,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29818,9225,5,WORKOVER COILED TUBING SERVICES,X.191.IFRS.16.LEASES...US,0
29819,9225,10,COMPLETION FLUIDS,X.191.IFRS.16.LEASES...US,0
29820,9225,12,FLUID HEATING,X.191.IFRS.16.LEASES...US,0
29821,9225,15,DAYWORK - COMPLETIONS,X.191.IFRS.16.LEASES...US,0
29822,9225,20,PERMANENT DOWNHOLE EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29823,9225,24,PROJECT OVERHEAD- ENG & DESIGN FEE,X.191.IFRS.16.LEASES...US,0
29824,9225,25,ADMINISTRATION OVERHEAD,X.191.IFRS.16.LEASES...US,0
29825,9225,30,PRODUCTION CASING,X.191.IFRS.16.LEASES...US,0
29826,9225,35,DNU PRODUCTION CASING ACCESSORIES,X.191.IFRS.16.LEASES...US,0
29827,9225,40,RECOVERABLE DOWNHOLE EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29828,9225,45,SNUBBING,X.191.IFRS.16.LEASES...US,0
29829,9225,50,TREATMENT & STIMULATION,X.191.IFRS.16.LEASES...US,0
29830,9225,51,FRAC COILED TUBING SERVICES,X.191.IFRS.16.LEASES...US,0
29831,9225,55,DO NOT USE -CAMP & SUBSISTENCE,X.191.IFRS.16.LEASES...US,0
29832,9225,60,OTHER SPECIALTY SERVICES,X.191.IFRS.16.LEASES...US,0
29833,9225,65,POWER TONGS,X.191.IFRS.16.LEASES...US,0
29834,9225,70,CEMENTING - COMPLETION,X.191.IFRS.16.LEASES...US,0
29835,9225,95,VACUUM TRUCK,X.191.IFRS.16.LEASES...US,0
29836,9225,120,CONSULTING SERVICES,X.191.IFRS.16.LEASES...US,0
29837,9225,145,CONTRACTORS & EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29838,9225,270,DO NOT USE -ENVIRONMENTAL COSTS,X.191.IFRS.16.LEASES...US,0
29839,9225,285,EQUIPMENT RENTALS,X.191.IFRS.16.LEASES...US,0
29840,9225,300,FISHING TOOLS,X.191.IFRS.16.LEASES...US,0
29841,9225,320,FLUID ANALYSIS,X.191.IFRS.16.LEASES...US,0
29842,9225,330,FLUID DISPOSAL,X.191.IFRS.16.LEASES...US,0
29843,9225,345,BOILER,X.191.IFRS.16.LEASES...US,0
29844,9225,350,FUEL,X.191.IFRS.16.LEASES...US,0
29845,9225,352,FUEL - FEDERAL EXCISE TAX,X.191.IFRS.16.LEASES...US,0
29846,9225,355,TRUCKING & HAULING,X.191.IFRS.16.LEASES...US,0
29847,9225,360,CLEAN FLUID TRANSPORT,X.191.IFRS.16.LEASES...US,0
29848,9225,365,FLOWBACK FLUID TRANSPORT,X.191.IFRS.16.LEASES...US,0
29849,9225,370,SWAMP MATTING COSTS,X.191.IFRS.16.LEASES...US,0
29850,9225,375,INSPECTION SERVICES,X.191.IFRS.16.LEASES...US,0
29851,9225,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29852,9225,432,ESTMA - INFRASTRUCTURE IMPROVEMENTS,X.191.IFRS.16.LEASES...US,0
29853,9225,440,LOCATION COSTS ,X.191.IFRS.16.LEASES...US,0
29854,9225,450,ELECTRIC LINE,X.191.IFRS.16.LEASES...US,0
29855,9225,480,MISCELLANEOUS NON-OP,X.191.IFRS.16.LEASES...US,0
29856,9225,520,PRODUCTION TESTING & AOF,X.191.IFRS.16.LEASES...US,0
29857,9225,560,DO NOT USE -PROJECT MANAGEMENT,X.191.IFRS.16.LEASES...US,0
29858,9225,605,SAFETY SUPPLIES & SERVICES,X.191.IFRS.16.LEASES...US,0
29859,9225,620,SERVICE RIG,X.191.IFRS.16.LEASES...US,0
29860,9225,655,SUPERVISION,X.191.IFRS.16.LEASES...US,0
29861,9225,675,TESTING & ANALYSIS,X.191.IFRS.16.LEASES...US,0
29862,9225,690,WELDING,X.191.IFRS.16.LEASES...US,0
29863,9225,750,SLICKLINE,X.191.IFRS.16.LEASES...US,0
29864,9225,800,CONTINGENCY,X.191.IFRS.16.LEASES...US,0
29865,9225,945,ALBERTA CARBON TAX,X.191.IFRS.16.LEASES...US,0
29866,9225,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29867,9225,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29868,9225,952,PROVINCIAL SALES TAX (MB),X.191.IFRS.16.LEASES...US,0
29869,9225,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29870,9226,45,BOTTOM HOLE PUMP,X.191.IFRS.16.LEASES...US,0
29871,9226,145,DO NOT USE -CONTRACTORS & EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29872,9226,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29873,9226,580,PUMP JACK & BASE,X.191.IFRS.16.LEASES...US,0
29874,9226,645,SUCKER RODS & ACCESSORIES,X.191.IFRS.16.LEASES...US,0
29875,9226,700,TUBING,X.191.IFRS.16.LEASES...US,0
29876,9226,715,VALVES & FITTINGS,X.191.IFRS.16.LEASES...US,0
29877,9226,725,WATER INJECTION EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29878,9226,730,WELLHEAD,X.191.IFRS.16.LEASES...US,0
29879,9226,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29880,9226,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29881,9226,CLR,JIB CLEARING ACCOUNT,X.191.IFRS.16.LEASES...US,0
29882,9230,5,COILED TUBING SERVICES,X.191.IFRS.16.LEASES...US,0
29883,9230,10,RECOMPLETION FLUIDS,X.191.IFRS.16.LEASES...US,0
29884,9230,15,DAYWORK - RECOMPLETION,X.191.IFRS.16.LEASES...US,0
29885,9230,20,PERMANENT DOWNHOLE EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29886,9230,24,PROJECT OVERHEAD- ENG & DESIGN FEE,X.191.IFRS.16.LEASES...US,0
29887,9230,25,ADMINISTRATION OVERHEAD,X.191.IFRS.16.LEASES...US,0
29888,9230,30,PRODUCTION CASING,X.191.IFRS.16.LEASES...US,0
29889,9230,40,RECOVERABLE DOWNHOLE EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29890,9230,45,SNUBBING,X.191.IFRS.16.LEASES...US,0
29891,9230,50,TREATMENT & STIMULATION,X.191.IFRS.16.LEASES...US,0
29892,9230,55,DO NOT USE -CAMP & SUBSISTENCE,X.191.IFRS.16.LEASES...US,0
29893,9230,60,OTHER SPECIATY SERVICES,X.191.IFRS.16.LEASES...US,0
29894,9230,70,CEMENTING - RECOMPLETION,X.191.IFRS.16.LEASES...US,0
29895,9230,95,VACUUM TRUCK,X.191.IFRS.16.LEASES...US,0
29896,9230,120,DO NOT USE -CONSULTING SERVICES,X.191.IFRS.16.LEASES...US,0
29897,9230,145,CONTRACTORS & EQUIPMENT,X.191.IFRS.16.LEASES...US,0
29898,9230,285,EQUIPMENT RENTALS,X.191.IFRS.16.LEASES...US,0
29899,9230,300,FISHING TOOLS,X.191.IFRS.16.LEASES...US,0
29900,9230,320,FLUID ANALYSIS,X.191.IFRS.16.LEASES...US,0
29901,9230,330,FLUID DISPOSAL,X.191.IFRS.16.LEASES...US,0
29902,9230,345,BOILER,X.191.IFRS.16.LEASES...US,0
29903,9230,355,TRUCKING & HAULING,X.191.IFRS.16.LEASES...US,0
29904,9230,375,INSPECTION SERVICES,X.191.IFRS.16.LEASES...US,0
29905,9230,431,"ESTMA - LICENSE, PERMITS & FEES",X.191.IFRS.16.LEASES...US,0
29906,9230,432,ESTMA - INFRASTRUCTURE IMPROVEMENTS,X.191.IFRS.16.LEASES...US,0
29907,9230,440,LOCATION COSTS ,X.191.IFRS.16.LEASES...US,0
29908,9230,450,ELECTRIC LINE,X.191.IFRS.16.LEASES...US,0
29909,9230,480,MISCELLANEOUS NON-OP,X.191.IFRS.16.LEASES...US,0
29910,9230,520,PRODUCTION TESTING & AOF,X.191.IFRS.16.LEASES...US,0
29911,9230,560,DO NOT USE -PROJECT MANAGEMENT,X.191.IFRS.16.LEASES...US,0
29912,9230,605,SAFETY SUPPLIES & SERVICES,X.191.IFRS.16.LEASES...US,0
29913,9230,620,SERVICE RIG,X.191.IFRS.16.LEASES...US,0
29914,9230,655,SUPERVISION,X.191.IFRS.16.LEASES...US,0
29915,9230,675,DNU TESTING & ANALYSIS,X.191.IFRS.16.LEASES...US,0
29916,9230,690,WELDING,X.191.IFRS.16.LEASES...US,0
29917,9230,750,SLICKLINE,X.191.IFRS.16.LEASES...US,0
29918,9230,950,PROVINCIAL / STATE SALES TAX,X.191.IFRS.16.LEASES...US,0
29919,9230,951,PROVINCIAL SALES TAX (SK),X.191.IFRS.16.LEASES...US,0
29920,9230,952,PROVINCIAL SALES TAX (MB),X.191.IFRS.16.LEASES...US,0
29921,9230,CLR,JIB CLEARING,X.191.IFRS.16.LEASES...US,0
29922,9231,45,BOTTOM HOLE PUMP,X.191.IFRS.16.LEASES...US,0
